fantasy_bat_prev_1,fantasy_bowl_prev_1,fantasy_field_prev_1,fantasy_bat_prev_2,fantasy_bowl_prev_2,fantasy_field_prev_2,total_runs_prev_1,total_runs_prev_2,avg_runs_per_inning_prev_1,avg_runs_per_inning_prev_2,boundaries_prev_1,boundaries_prev_2,sixes_prev_1,sixes_prev_2,average_sixes_per_inning_prev_1,average_sixes_per_inning_prev_2,fours_prev_1,fours_prev_2,average_fours_per_inning_prev_1,average_fours_per_inning_prev_2,boundary_percent_per_inning_prev_1,boundary_percent_per_inning_prev_2,wickets_prev_1,wickets_prev_2,avg_wickets_per_inning_prev_1,avg_wickets_per_inning_prev_2,catches_taken_prev_1,catches_taken_prev_2,stumped_outs_made_prev_1,stumped_outs_made_prev_2,run_outs_made_prev_1,run_outs_made_prev_2,balls_faced_prev_1,balls_faced_prev_2,avg_balls_faced_per_inning_prev_1,avg_balls_faced_per_inning_prev_2,avg_batting_sr_per_inning_prev_1,avg_batting_sr_per_inning_prev_2,avg_runs_ball_per_inning_prev_1,avg_runs_ball_per_inning_prev_2,overs_bowled_prev_1,overs_bowled_prev_2,bowls_bowled_prev_1,bowls_bowled_prev_2,average_bowls_bowled_per_inning_prev_1,average_bowls_bowled_per_inning_prev_2,avg_economy_rate_per_inning_prev_1,avg_economy_rate_per_inning_prev_2,average_consecutive_dot_balls_prev_1,average_consecutive_dot_balls_prev_2,runs_given_prev_1,runs_given_prev_2,runs_given_ball_per_inning_prev_1,runs_given_ball_per_inning_prev_2,batting_sr_aa_prev_1,batting_sr_aa_prev_2,bat_points,bowl_points,field_points,batting_points,bowling_points,fielding_points,total_runs,avg_runs_per_inning,boundaries,sixes,average_sixes_per_inning,fours,average_fours_per_inning,boundary_percent_per_inning,wickets,avg_wickets_per_inning,catches_taken,stumped_outs_made,run_outs_made,balls_faced,avg_balls_faced_per_inning,avg_batting_sr_per_inning,avg_runs_ball_per_inning,overs_bowled,bowls_bowled,average_bowls_bowled_per_inning,avg_economy_rate_per_inning,average_consecutive_dot_balls,runs_given,runs_given_ball_per_inning,batting_sr_aa
-5.0,6.0,8,20.0,6.0,16,25.0,246.0,12.5,123.0,3.0,28.0,0.0,0.0,0.0,0.0,3.0,28.0,1.5,14.0,2.272727272727273,4.281345565749236,0.0,0.0,0.0,0.0,1,2,0,0,0,0,66.0,327.0,33.0,163.5,18.939393939393938,37.61467889908257,0.1893939393939394,0.3761467889908257,2.0,7.0,12.0,42.0,12.0,21.0,5.5,0.9285714285714286,0.0,0.0,11.0,13.0,0.9166666666666666,0.15476190476190477,-24.17263291139241,18.16736708860759,4.0,6.0,8,4.0,6.0,8,136.0,68.0,12.0,0.0,0.0,12.0,6.0,2.898550724637681,0.0,0.0,1,0,0,207.0,103.5,32.85024154589372,0.3285024154589372,2.0,12.0,12.0,9.5,0.0,19.0,1.5833333333333333,-2.972632911392409
4.0,6.0,8,-5.0,6.0,8,136.0,25.0,68.0,12.5,12.0,3.0,0.0,0.0,0.0,0.0,12.0,3.0,6.0,1.5,2.898550724637681,2.272727272727273,0.0,0.0,0.0,0.0,1,1,0,0,0,0,207.0,66.0,103.5,33.0,32.85024154589372,18.939393939393938,0.3285024154589372,0.1893939393939394,2.0,2.0,12.0,12.0,12.0,12.0,9.5,5.5,0.0,0.0,19.0,11.0,1.5833333333333333,0.9166666666666666,-2.972632911392409,-24.17263291139241,9.0,31.0,8,9.0,31.0,8,262.0,262.0,17.0,0.0,0.0,17.0,17.0,4.533333333333333,1.0,1.0,1,0,0,375.0,375.0,69.86666666666666,0.6986666666666667,7.0,42.0,42.0,3.5714285714285716,2.0,25.0,0.5952380952380952,0.0
9.0,31.0,8,4.0,6.0,8,262.0,136.0,262.0,68.0,17.0,12.0,0.0,0.0,0.0,0.0,17.0,12.0,17.0,6.0,4.533333333333333,2.898550724637681,1.0,0.0,1.0,0.0,1,1,0,0,0,0,375.0,207.0,375.0,103.5,69.86666666666666,32.85024154589372,0.6986666666666667,0.3285024154589372,7.0,2.0,42.0,12.0,42.0,12.0,3.5714285714285716,9.5,2.0,0.0,25.0,19.0,0.5952380952380952,1.5833333333333333,0.0,-2.972632911392409,-5.0,6.0,16,-5.0,6.0,16,52.0,26.0,3.0,0.0,0.0,3.0,1.5,1.7045454545454546,0.0,0.0,2,0,0,88.0,44.0,29.545454545454547,0.29545454545454547,10.0,60.0,30.0,1.85,2.0,37.0,0.30833333333333335,0.0
-5.0,6.0,16,9.0,31.0,8,52.0,262.0,26.0,262.0,3.0,17.0,0.0,0.0,0.0,0.0,3.0,17.0,1.5,17.0,1.7045454545454546,4.533333333333333,0.0,1.0,0.0,1.0,2,1,0,0,0,0,88.0,375.0,44.0,375.0,29.545454545454547,69.86666666666666,0.29545454545454547,0.6986666666666667,10.0,7.0,60.0,42.0,30.0,42.0,1.85,3.5714285714285716,2.0,2.0,37.0,25.0,0.30833333333333335,0.5952380952380952,0.0,0.0,-2.0,31.0,16,-2.0,31.0,16,104.0,52.0,6.0,0.0,0.0,6.0,3.0,1.6216216216216217,1.0,0.5,2,0,0,185.0,92.5,28.10810810810811,0.2810810810810811,8.666666666666666,52.0,26.0,1.326923076923077,5.0,23.0,0.22115384615384615,0.0
-2.0,31.0,16,-5.0,6.0,16,104.0,52.0,52.0,26.0,6.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,1.5,1.6216216216216217,1.7045454545454546,1.0,0.0,0.5,0.0,2,2,0,0,0,0,185.0,88.0,92.5,44.0,28.10810810810811,29.545454545454547,0.2810810810810811,0.29545454545454547,8.666666666666666,10.0,52.0,60.0,26.0,30.0,1.326923076923077,1.85,5.0,2.0,23.0,37.0,0.22115384615384615,0.30833333333333335,0.0,0.0,-1.0,0.0,8,-1.0,0.0,8,68.0,68.0,7.0,0.0,0.0,7.0,7.0,6.140350877192983,0.0,0.0,1,0,0,114.0,114.0,59.64912280701754,0.5964912280701754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.397367088607588
-1.0,0.0,8,-2.0,31.0,16,68.0,104.0,68.0,52.0,7.0,6.0,0.0,0.0,0.0,0.0,7.0,6.0,7.0,3.0,6.140350877192983,1.6216216216216217,0.0,1.0,0.0,0.5,1,2,0,0,0,0,114.0,185.0,114.0,92.5,59.64912280701754,28.10810810810811,0.5964912280701754,0.2810810810810811,0.0,8.666666666666666,0.0,52.0,0.0,26.0,0.0,1.326923076923077,0.0,5.0,0.0,23.0,0.0,0.22115384615384615,8.397367088607588,0.0,-1.0,0.0,8,-1.0,0.0,8,87.0,87.0,7.0,0.0,0.0,7.0,7.0,5.645161290322581,0.0,0.0,1,0,0,124.0,124.0,70.16129032258064,0.7016129032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.907367088607582
-7.0,0.0,8,3.0,0.0,16,22.0,70.0,11.0,35.0,1.0,10.0,0.0,1.0,0.0,0.5,1.0,9.0,0.5,4.5,0.9433962264150944,6.172839506172839,0.0,0.0,0.0,0.0,1,2,0,0,0,0,53.0,81.0,26.5,40.5,20.754716981132077,43.20987654320987,0.20754716981132076,0.43209876543209874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.532632911392412,22.077367088607588,12.0,0.0,28,12.0,0.0,28,145.0,72.5,19.0,1.0,0.5,18.0,9.0,5.72289156626506,0.0,0.0,3,0,0,166.0,83.0,43.674698795180724,0.4367469879518072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.62736708860759
12.0,0.0,28,-7.0,0.0,8,145.0,22.0,72.5,11.0,19.0,1.0,1.0,0.0,0.5,0.0,18.0,1.0,9.0,0.5,5.72289156626506,0.9433962264150944,0.0,0.0,0.0,0.0,3,1,0,0,0,0,166.0,53.0,83.0,26.5,43.674698795180724,20.754716981132077,0.4367469879518072,0.20754716981132076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.62736708860759,-2.532632911392412,27.0,0.0,8,27.0,0.0,8,317.0,317.0,32.0,3.0,3.0,29.0,29.0,9.937888198757763,0.0,0.0,1,0,0,322.0,322.0,98.4472049689441,0.984472049689441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.19736708860759
27.0,0.0,8,12.0,0.0,28,317.0,145.0,317.0,72.5,32.0,19.0,3.0,1.0,3.0,0.5,29.0,18.0,29.0,9.0,9.937888198757763,5.72289156626506,0.0,0.0,0.0,0.0,1,3,0,0,0,0,322.0,166.0,322.0,83.0,98.4472049689441,43.674698795180724,0.984472049689441,0.4367469879518072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.19736708860759,54.62736708860759,-5.0,0.0,0,-5.0,0.0,0,25.0,12.5,3.0,0.0,0.0,3.0,1.5,5.0,0.0,0.0,0,0,0,30.0,15.0,41.666666666666664,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.74736708860759
-5.0,0.0,0,27.0,0.0,8,25.0,317.0,12.5,317.0,3.0,32.0,0.0,3.0,0.0,3.0,3.0,29.0,1.5,29.0,5.0,9.937888198757763,0.0,0.0,0.0,0.0,0,1,0,0,0,0,30.0,322.0,15.0,322.0,41.666666666666664,98.4472049689441,0.4166666666666667,0.984472049689441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.74736708860759,47.19736708860759,-1.0,0.0,28,-1.0,0.0,28,88.0,44.0,7.0,0.0,0.0,7.0,3.5,2.482269503546099,0.0,0.0,3,0,0,141.0,70.5,31.20567375886525,0.3120567375886525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.457367088607583
-1.0,0.0,28,-5.0,0.0,0,88.0,25.0,44.0,12.5,7.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,3.5,1.5,2.482269503546099,5.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,141.0,30.0,70.5,15.0,31.20567375886525,41.666666666666664,0.3120567375886525,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.457367088607583,48.74736708860759,-1.0,0.0,16,-1.0,0.0,16,50.0,50.0,6.0,1.0,1.0,5.0,5.0,9.375,0.0,0.0,2,0,0,64.0,64.0,78.125,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.867367088607597
-1.0,0.0,16,-1.0,0.0,28,50.0,88.0,50.0,44.0,6.0,7.0,1.0,0.0,1.0,0.0,5.0,7.0,5.0,3.5,9.375,2.482269503546099,0.0,0.0,0.0,0.0,2,3,0,0,0,0,64.0,141.0,64.0,70.5,78.125,31.20567375886525,0.78125,0.3120567375886525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.867367088607597,25.457367088607583,-2.0,0.0,8,-2.0,0.0,8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3.0,3.0,66.66666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.417367088607593
6.0,0.0,16,-1.0,0.0,28,83.0,47.0,41.5,23.5,13.0,7.0,1.0,0.0,0.5,0.0,12.0,7.0,6.0,3.5,8.024691358024691,3.8461538461538463,0.0,0.0,0.0,0.0,2,3,0,0,0,0,81.0,91.0,40.5,45.5,51.23456790123457,25.824175824175825,0.5123456790123457,0.25824175824175827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3573670886075888,-14.412632911392407,-2.0,0.0,44,-2.0,0.0,44,42.0,21.0,4.0,2.0,1.0,2.0,1.0,3.278688524590164,0.0,0.0,5,0,0,61.0,30.5,34.42622950819672,0.3442622950819672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.417367088607593
-2.0,0.0,44,6.0,0.0,16,42.0,83.0,21.0,41.5,4.0,13.0,2.0,1.0,1.0,0.5,2.0,12.0,1.0,6.0,3.278688524590164,8.024691358024691,0.0,0.0,0.0,0.0,5,2,0,0,0,0,61.0,81.0,30.5,40.5,34.42622950819672,51.23456790123457,0.3442622950819672,0.5123456790123457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.417367088607593,0.3573670886075888,-4.0,0.0,40,-4.0,0.0,40,31.0,31.0,3.0,1.0,1.0,2.0,2.0,12.5,0.0,0.0,3,1,0,24.0,24.0,129.16666666666666,1.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.91736708860758
-4.0,0.0,40,-2.0,0.0,44,31.0,42.0,31.0,21.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,12.5,3.278688524590164,0.0,0.0,0.0,0.0,3,5,1,0,0,0,24.0,61.0,24.0,30.5,129.16666666666666,34.42622950819672,1.2916666666666667,0.3442622950819672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.91736708860758,15.417367088607593,-5.0,0.0,44,-5.0,0.0,44,27.0,13.5,3.0,0.0,0.0,3.0,1.5,2.3076923076923075,0.0,0.0,5,0,0,65.0,32.5,20.76923076923077,0.2076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.072632911392413
-5.0,0.0,44,-4.0,0.0,40,27.0,31.0,13.5,31.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,2.0,1.5,2.0,2.3076923076923075,12.5,0.0,0.0,0.0,0.0,5,3,0,1,0,0,65.0,24.0,32.5,24.0,20.76923076923077,129.16666666666666,0.2076923076923077,1.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.072632911392413,77.91736708860758,8.0,0.0,36,8.0,0.0,36,150.0,75.0,14.0,2.0,1.0,12.0,6.0,3.5714285714285716,0.0,0.0,4,0,0,196.0,98.0,38.265306122448976,0.3826530612244898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.74736708860759
8.0,0.0,36,-5.0,0.0,44,150.0,27.0,75.0,13.5,14.0,3.0,2.0,0.0,1.0,0.0,12.0,3.0,6.0,1.5,3.5714285714285716,2.3076923076923075,0.0,0.0,0.0,0.0,4,5,0,0,0,0,196.0,65.0,98.0,32.5,38.265306122448976,20.76923076923077,0.3826530612244898,0.2076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.74736708860759,-13.072632911392413,4.0,0.0,36,4.0,0.0,36,70.0,70.0,10.0,2.0,2.0,8.0,8.0,8.403361344537815,0.0,0.0,4,0,0,119.0,119.0,58.8235294117647,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56736708860759
4.0,0.0,36,8.0,0.0,36,70.0,150.0,70.0,75.0,10.0,14.0,2.0,2.0,2.0,1.0,8.0,12.0,8.0,6.0,8.403361344537815,3.5714285714285716,0.0,0.0,0.0,0.0,4,4,0,0,0,0,119.0,196.0,119.0,98.0,58.8235294117647,38.265306122448976,0.5882352941176471,0.3826530612244898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56736708860759,23.74736708860759,6.0,0.0,44,6.0,0.0,44,95.0,95.0,13.0,1.0,1.0,12.0,12.0,11.926605504587156,0.0,0.0,5,0,0,109.0,109.0,87.1559633027523,0.8715596330275229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.907367088607586
-1.0,31.0,16,-7.0,56.0,0,5.0,8.0,2.5,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,5.555555555555555,4.166666666666667,1.0,2.0,0.5,1.0,2,0,0,0,0,0,9.0,12.0,4.5,6.0,27.77777777777778,33.333333333333336,0.2777777777777778,0.3333333333333333,14.833333333333334,30.0,89.0,180.0,44.5,90.0,2.191011235955056,1.65,0.0,0.0,65.0,99.0,0.3651685393258427,0.275,-17.922632911392412,18.74736708860759,-1.0,197.0,0,-1.0,197.0,0,5.0,2.5,1.0,0.0,0.0,1.0,0.5,7.142857142857143,7.0,3.5,0,0,0,7.0,3.5,35.714285714285715,0.35714285714285715,36.166666666666664,217.0,108.5,2.0599078341013826,0.0,149.0,0.3433179723502304,73.74736708860759
-1.0,197.0,0,-1.0,31.0,16,5.0,5.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,7.142857142857143,5.555555555555555,7.0,1.0,3.5,0.5,0,2,0,0,0,0,7.0,9.0,3.5,4.5,35.714285714285715,27.77777777777778,0.35714285714285715,0.2777777777777778,36.166666666666664,14.833333333333334,217.0,89.0,108.5,44.5,2.0599078341013826,2.191011235955056,0.0,0.0,149.0,65.0,0.3433179723502304,0.3651685393258427,73.74736708860759,-17.922632911392412,0.0,31.0,0,0.0,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0,0,0.0,0.0,0.0,0.0,38.0,228.0,114.0,2.0526315789473686,3.0,156.0,0.34210526315789475,0.0
0.0,31.0,0,-1.0,197.0,0,0.0,5.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,7.142857142857143,1.0,7.0,0.5,3.5,0,0,0,0,0,0,0.0,7.0,0.0,3.5,0.0,35.714285714285715,0.0,0.35714285714285715,38.0,36.166666666666664,228.0,217.0,114.0,108.5,2.0526315789473686,2.0599078341013826,3.0,0.0,156.0,149.0,0.34210526315789475,0.3433179723502304,0.0,73.74736708860759,-7.0,147.0,0,-7.0,147.0,0,9.0,4.5,1.0,0.0,0.0,1.0,0.5,2.5,5.0,2.5,0,0,0,20.0,10.0,22.5,0.225,47.0,282.0,141.0,1.6063829787234043,3.0,151.0,0.26773049645390073,0.0
-7.0,147.0,0,0.0,31.0,0,9.0,0.0,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,2.5,0.0,5.0,1.0,2.5,0.5,0,0,0,0,0,0,20.0,0.0,10.0,0.0,22.5,0.0,0.225,0.0,47.0,38.0,282.0,228.0,141.0,114.0,1.6063829787234043,2.0526315789473686,3.0,3.0,151.0,156.0,0.26773049645390073,0.34210526315789475,0.0,0.0,-2.0,85.0,0,-2.0,85.0,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,0,0,0,5.0,5.0,60.0,0.6,43.0,258.0,129.0,1.5348837209302326,5.0,132.0,0.2558139534883721,0.0
-2.0,85.0,0,-7.0,147.0,0,3.0,9.0,3.0,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,2.5,3.0,5.0,1.5,2.5,0,0,0,0,0,0,5.0,20.0,5.0,10.0,60.0,22.5,0.6,0.225,43.0,47.0,258.0,282.0,129.0,141.0,1.5348837209302326,1.6063829787234043,5.0,3.0,132.0,151.0,0.2558139534883721,0.26773049645390073,0.0,0.0,-8.0,0.0,0,-8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.25263291139241
-8.0,0.0,0,-2.0,85.0,0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5,0,0,0,0,0,0,17.0,5.0,17.0,5.0,0.0,60.0,0.0,0.6,0.0,43.0,0.0,258.0,0.0,129.0,0.0,1.5348837209302326,0.0,5.0,0.0,132.0,0.0,0.2558139534883721,-51.25263291139241,0.0,-2.0,56.0,0,-2.0,56.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,0,5.0,5.0,0.0,0.0,25.166666666666668,151.0,75.5,1.9072847682119205,2.0,96.0,0.31788079470198677,0.0
-3.0,56.0,0,-8.0,56.0,0,22.0,13.0,22.0,6.5,4.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,30.76923076923077,0.0,2.0,2.0,1.0,1.0,0,0,0,0,0,0,13.0,36.0,13.0,18.0,169.23076923076923,18.055555555555557,1.6923076923076923,0.18055555555555555,18.333333333333332,28.0,110.0,168.0,55.0,84.0,1.8272727272727274,1.5714285714285714,2.0,0.0,67.0,88.0,0.30454545454545456,0.2619047619047619,0.0,-6.422632911392412,-2.0,197.0,0,-2.0,197.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.5,0,0,0,8.0,8.0,0.0,0.0,30.0,180.0,90.0,1.5333333333333334,3.0,92.0,0.25555555555555554,0.0
-6.0,6.0,16,-3.0,6.0,8,33.0,26.0,33.0,13.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,2.5,3.6363636363636362,7.352941176470588,0.0,0.0,0.0,0.0,2,1,0,0,0,0,55.0,34.0,55.0,17.0,60.0,38.23529411764706,0.6,0.38235294117647056,7.0,3.0,42.0,18.0,21.0,18.0,1.0,2.3333333333333335,0.0,0.0,14.0,7.0,0.16666666666666666,0.3888888888888889,8.74736708860759,34.45736708860758,-1.0,31.0,16,-1.0,31.0,16,47.0,23.5,6.0,1.0,0.5,5.0,2.5,3.658536585365854,1.0,0.5,2,0,0,82.0,41.0,28.658536585365855,0.2865853658536585,21.0,126.0,63.0,1.619047619047619,0.0,68.0,0.2698412698412698,-24.78263291139241
-1.0,31.0,16,-6.0,6.0,16,47.0,33.0,23.5,33.0,6.0,2.0,1.0,0.0,0.5,0.0,5.0,2.0,2.5,2.0,3.658536585365854,3.6363636363636362,1.0,0.0,0.5,0.0,2,2,0,0,0,0,82.0,55.0,41.0,55.0,28.658536585365855,60.0,0.2865853658536585,0.6,21.0,7.0,126.0,42.0,63.0,21.0,1.619047619047619,1.0,0.0,0.0,68.0,14.0,0.2698412698412698,0.16666666666666666,-24.78263291139241,8.74736708860759,-1.0,0.0,16,-1.0,0.0,16,65.0,32.5,7.0,0.0,0.0,7.0,3.5,2.536231884057971,0.0,0.0,2,0,0,138.0,69.0,23.55072463768116,0.23550724637681159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.582632911392409
12.0,0.0,16,3.0,0.0,8,177.0,71.0,177.0,35.5,16.0,11.0,4.0,0.0,4.0,0.0,12.0,11.0,12.0,5.5,5.947955390334572,4.435483870967742,0.0,0.0,0.0,0.0,2,1,0,0,0,0,269.0,124.0,269.0,62.0,65.79925650557621,28.629032258064516,0.6579925650557621,0.2862903225806452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.547367088607588,-9.582632911392407,7.0,0.0,8,7.0,0.0,8,123.0,61.5,13.0,2.0,1.0,11.0,5.5,3.1707317073170733,0.0,0.0,1,0,0,205.0,102.5,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5373670886075885
7.0,0.0,8,12.0,0.0,16,123.0,177.0,61.5,177.0,13.0,16.0,2.0,4.0,1.0,4.0,11.0,12.0,5.5,12.0,3.1707317073170733,5.947955390334572,0.0,0.0,0.0,0.0,1,2,0,0,0,0,205.0,269.0,102.5,269.0,30.0,65.79925650557621,0.3,0.6579925650557621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5373670886075885,14.547367088607588,-3.0,0.0,0,-3.0,0.0,0,40.0,20.0,5.0,0.0,0.0,5.0,2.5,3.048780487804878,0.0,0.0,0,0,0,82.0,41.0,24.390243902439025,0.24390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.25263291139241
4.0,0.0,8,2.0,0.0,16,106.0,53.0,106.0,26.5,9.0,9.0,3.0,1.0,3.0,0.5,6.0,8.0,6.0,4.0,4.545454545454546,7.03125,0.0,0.0,0.0,0.0,1,2,0,0,0,0,198.0,64.0,198.0,32.0,53.535353535353536,41.40625,0.5353535353535354,0.4140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2873670886075885,33.93736708860759,4.0,0.0,16,4.0,0.0,16,88.0,44.0,10.0,2.0,1.0,8.0,4.0,5.1020408163265305,0.0,0.0,2,0,0,98.0,49.0,44.89795918367347,0.4489795918367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.582632911392407
4.0,0.0,16,4.0,0.0,8,88.0,106.0,44.0,106.0,10.0,9.0,2.0,3.0,1.0,3.0,8.0,6.0,4.0,6.0,5.1020408163265305,4.545454545454546,0.0,0.0,0.0,0.0,2,1,0,0,0,0,98.0,198.0,49.0,198.0,44.89795918367347,53.535353535353536,0.4489795918367347,0.5353535353535354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.582632911392407,2.2873670886075885,-4.0,0.0,8,-4.0,0.0,8,50.0,25.0,4.0,0.0,0.0,4.0,2.0,1.4285714285714286,0.0,0.0,1,0,0,140.0,70.0,17.857142857142858,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.25263291139241
2.0,0.0,8,-6.0,0.0,8,59.0,23.0,59.0,11.5,6.0,1.0,4.0,1.0,4.0,0.5,2.0,0.0,2.0,0.0,7.6923076923076925,1.3157894736842106,0.0,0.0,0.0,0.0,1,1,0,0,0,0,78.0,38.0,78.0,19.0,75.64102564102564,30.263157894736842,0.7564102564102564,0.3026315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.38736708860759,-7.252632911392411,-3.0,0.0,8,-3.0,0.0,8,29.0,29.0,4.0,1.0,1.0,3.0,3.0,8.88888888888889,0.0,0.0,1,0,0,45.0,45.0,64.44444444444444,0.6444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.187367088607589
-3.0,0.0,8,2.0,0.0,8,29.0,59.0,29.0,59.0,4.0,6.0,1.0,4.0,1.0,4.0,3.0,2.0,3.0,2.0,8.88888888888889,7.6923076923076925,0.0,0.0,0.0,0.0,1,1,0,0,0,0,45.0,78.0,45.0,78.0,64.44444444444444,75.64102564102564,0.6444444444444445,0.7564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.187367088607589,24.38736708860759,-5.0,0.0,8,-5.0,0.0,8,28.0,14.0,3.0,0.0,0.0,3.0,1.5,2.34375,0.0,0.0,1,0,0,64.0,32.0,21.875,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5973670886075908
-7.0,0.0,0,-4.0,0.0,0,12.0,28.0,12.0,14.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,2.4390243902439024,3.8461538461538463,0.0,0.0,0.0,0.0,0,0,0,0,0,0,41.0,52.0,41.0,26.0,29.26829268292683,26.923076923076923,0.2926829268292683,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.98263291139241,3.847367088607591,-6.0,0.0,8,-6.0,0.0,8,19.0,19.0,2.0,0.0,0.0,2.0,2.0,4.081632653061225,0.0,0.0,1,0,0,49.0,49.0,38.775510204081634,0.3877551020408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.47263291139241
