,Players,Batting,Bowling,Games,Won,Drawn,Win %,Innings Batted,Runs,Singles,Fours,Sixes,Dot Balls,Balls Faced,Outs,Bowled Outs,LBW Outs,Hitwicket Outs,Caught Outs,Stumped Outs,Run Outs,Caught and Bowled Outs,Dot Ball %,Strike Turnover %,Batting S/R,Batting S/R MeanAD,Batting Avg,Mean Score,Score MeanAD,Scoring Consistency,Boundary %,Runs/Ball,Mean Balls Faced,Balls Faced MeanAD,Survival Consistency,Avg First Boundary Ball,Dismissal Rate,Boundary Rate,Innings Bowled,Runsgiven,Singlesgiven,Foursgiven,Sixesgiven,Wickets,Balls Bowled,Extras,No Balls,Wides,Dot Balls Bowled,Bowleds,LBWs,Hitwickets,Caughts,Stumpeds,Caught and Bowleds,Catches,Runouts,Stumpings,Economy Rate,Economy Rate MeanAD,Dot Ball Bowled %,Boundary Given %,Bowling Avg,Bowling Avg MeanAD,Bowling S/R,Bowling S/R MeanAD,Runsgiven/Ball,Boundary Given Rate,Strike Turnovergiven %,Avg Consecutive Dot Balls,Runs Rate,Runsgiven/Wicket,Runs AA,Runs/Ball AA,Runsgiven AA,Runsgiven/Ball AA
WU Tharanga,WU Tharanga,Left hand,,46,24,0,52.2,44,991,275,118,22,320,819,42,8,4,0,26,0,2,2,0.4,36.5,121.0,36.42,23.6,22.52,15.09,33.0,17.1,1.2,18.6,10.63,42.8,5.1,19.5,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,,0,,,,0,,0,,,,0.0,7.3,,690.1,0.3,-313.1,
Aizaz Cheema,Aizaz Cheema,Right hand,Right arm pace,10,6,0,60.0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1.0,33.3,0.0,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,100.0,,inf,inf,10,252,91,25,3,14,204,11,3,8,66,5,1,0,6,0,2,1,0,0,7.4,0,32.4,13.7,18.0,0,14.6,0,1.2,7.3,43.0,1.7,0.0,18.0,-300.9,-0.9,-61.1,-0.1
LPC Silva,LPC Silva,Right hand,Right arm leg break,1,0,0,0.0,1,4,4,0,0,3,8,1,0,0,0,0,0,1,0,0.4,62.5,50.0,0.0,4.0,4.0,0.0,100.0,0.0,0.5,8.0,0.0,100.0,,8.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,3.0,,-296.9,-0.4,-313.1,
AB Barath,AB Barath,Right hand,Right arm off break,7,3,0,42.9,7,150,68,14,1,73,168,7,0,1,0,4,0,2,0,0.4,41.5,89.3,17.5,21.43,21.43,9.92,53.7,8.9,0.9,24.0,6.86,71.4,7.7,24.0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,5.4,,-150.9,0.0,-313.1,
Rubel Hossain,Rubel Hossain,Right hand,Right arm pace,108,49,0,45.4,33,78,32,4,3,53,100,16,6,1,0,3,1,4,1,0.5,52.0,78.0,56.87,4.88,2.36,2.47,-4.700000000000003,7.0,0.8,3.0,1.92,36.0,2.3,6.2,14.3,107,3077,770,313,103,132,2215,81,9,72,820,36,13,0,82,0,1,18,6,0,8.3,0,37.0,18.8,23.31,0,16.8,0,1.4,5.3,37.8,1.6,4.7,23.3,-222.9,-0.1,2763.9,0.1
Nasir Hossain,Nasir Hossain,Right hand,Right arm off break,100,41,0,41.0,82,1511,584,122,36,472,1346,71,11,2,0,46,5,5,2,0.4,44.0,112.3,33.08,21.28,18.43,12.54,32.0,11.7,1.1,16.4,9.7,40.9,8.1,19.0,8.5,72,1470,444,111,68,55,1153,36,0,36,452,12,5,0,30,7,1,37,3,0,7.6,0,39.2,15.5,26.73,0,21.0,0,1.3,6.4,41.1,1.6,6.7,26.7,1210.1,0.2,1156.9,-0.0
CR Brathwaite,CR Brathwaite,Right hand,Right arm pace,248,113,0,45.6,193,2316,625,151,148,643,1699,142,25,9,0,94,1,8,4,0.4,38.4,136.3,68.34,16.31,12.0,9.21,23.200000000000003,17.6,1.4,8.8,5.58,36.6,4.9,12.0,5.7,236,6171,1761,542,221,235,4375,277,20,257,1430,36,7,0,186,0,6,97,9,0,8.5,0,32.7,17.4,26.26,0,18.6,0,1.4,5.7,40.0,1.5,8.2,26.3,2015.1,0.5,5857.9,0.1
A Martin,A Martin,Right hand,Right arm leg break,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,2,46,16,4,2,1,42,0,0,0,18,0,0,0,1,0,0,3,0,0,6.6,0,42.9,14.3,46.0,0,42.0,0,1.1,7.0,52.4,1.7,,46.0,-300.9,,-267.1,-0.2
Alok Kapali,Alok Kapali,Right hand,Right arm leg break,67,36,0,53.7,45,453,212,32,12,203,486,33,5,2,0,18,1,5,2,0.4,42.5,93.2,40.35,13.73,10.07,9.07,9.900000000000006,9.1,0.9,10.8,7.72,28.5,7.7,14.7,11.0,42,790,300,36,40,35,592,14,2,12,166,7,1,0,21,4,2,15,2,0,8.0,0,28.0,12.8,22.57,0,16.9,0,1.3,7.8,47.4,1.4,5.6,22.6,152.1,0.0,476.9,-0.0
Farhad Reza,Farhad Reza,Right hand,Right arm pace,85,40,0,47.1,44,426,147,32,15,126,359,35,4,3,0,22,0,5,1,0.4,38.9,118.7,63.28,12.17,9.68,7.78,19.599999999999994,13.1,1.2,8.2,5.51,32.8,4.4,10.3,7.6,80,2035,555,176,83,67,1406,42,3,39,452,11,2,0,50,1,3,31,2,0,8.7,0,32.1,18.4,30.37,0,21.0,0,1.4,5.4,39.1,1.6,7.1,30.4,125.1,0.3,1721.9,0.1
LR Butterworth,LR Butterworth,Left hand,Right arm pace,3,0,0,0.0,2,2,2,0,0,1,3,1,1,0,0,0,0,0,0,0.3,100.0,66.7,25.0,2.0,1.0,0.0,100.0,0.0,0.7,1.5,0.5,66.7,,3.0,inf,3,83,34,3,4,4,64,5,1,4,18,1,0,0,3,0,0,2,0,0,7.8,0,28.1,10.9,20.75,0,16.0,0,1.3,9.1,58.8,1.7,4.0,20.8,-298.9,-0.2,-230.1,-0.0
TD Cruickshank,TD Cruickshank,Right hand,,3,0,0,0.0,3,17,3,1,1,23,30,3,0,0,0,2,0,0,1,0.8,20.0,56.7,26.26,5.67,5.67,6.22,-9.700000000000003,6.7,0.6,10.0,8.0,20.0,16.0,10.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,3.4,,-283.9,-0.3,-313.1,
SS Mundhe,SS Mundhe,Right hand,Right arm pace,27,10,0,37.0,26,598,195,56,19,153,461,18,2,0,0,13,0,2,1,0.3,44.8,129.7,37.74,33.22,23.0,20.62,10.299999999999997,16.3,1.3,17.7,13.38,24.400000000000006,7.2,25.6,6.1,24,508,149,46,18,13,373,21,0,21,135,2,2,0,8,0,1,7,3,0,8.2,0,36.2,17.2,39.08,0,28.7,0,1.4,5.8,38.8,1.6,7.8,39.1,297.1,0.4,194.9,0.1
MD Bates,MD Bates,Right hand,Left arm pace,11,5,0,45.5,5,38,16,4,0,10,33,3,0,0,0,3,0,0,0,0.3,47.1,115.2,22.13,12.67,7.6,5.12,32.599999999999994,12.1,1.2,6.6,3.52,46.7,6.7,11.0,8.2,4,110,30,8,6,5,78,1,0,1,28,1,1,0,3,0,0,6,0,4,8.5,0,35.9,17.9,22.0,0,15.6,0,1.4,5.6,45.6,1.6,6.9,22.0,-262.9,0.3,-203.1,0.1
RM Hira,RM Hira,Left hand,Left arm orthodox,43,19,0,44.2,15,214,51,17,11,56,155,11,0,0,0,9,1,1,0,0.4,37.1,138.1,55.77,19.45,14.27,8.95,37.3,18.1,1.4,10.3,4.89,52.5,5.4,14.1,5.5,40,1097,397,68,48,46,824,24,2,22,245,13,1,0,28,2,2,16,0,0,8.0,0,29.7,14.1,23.85,0,17.9,0,1.3,7.1,47.8,1.5,8.3,23.8,-86.9,0.5,783.9,-0.0
KS Williamson,KS Williamson,Right hand,Right arm off break,205,103,0,50.2,200,5649,1953,518,144,1515,4559,166,29,11,0,97,5,17,6,0.3,43.4,123.9,39.32,34.03,28.24,18.68,33.900000000000006,14.5,1.2,22.8,12.59,44.8,7.5,27.5,6.9,18,257,88,11,14,10,196,5,0,5,65,3,0,0,7,0,0,98,6,0,7.9,0,33.2,12.8,25.7,0,19.6,0,1.3,7.8,41.7,1.6,7.4,25.7,5348.1,0.3,-56.1,-0.0
KO Meth,KO Meth,Right hand,Right arm pace,2,0,0,0.0,1,6,4,0,0,1,6,0,0,0,0,0,0,0,0,0.2,83.3,100.0,0.0,inf,6.0,0.0,100.0,0.0,1.0,6.0,0.0,100.0,,inf,inf,2,64,13,7,2,0,42,5,0,5,17,0,0,0,0,0,0,1,1,0,9.1,0,40.5,21.4,inf,0,inf,0,1.5,4.7,27.7,1.4,6.0,inf,-294.9,0.1,-249.1,0.2
C de Grandhomme,C de Grandhomme,Right hand,Right arm pace,165,86,0,52.1,149,2458,668,166,135,530,1695,119,19,5,0,82,2,10,1,0.3,40.3,145.0,55.57,20.66,16.5,13.57,17.799999999999997,17.8,1.5,11.4,8.04,29.5,4.6,14.2,5.6,104,2188,682,165,88,47,1405,100,28,72,347,6,2,0,37,0,2,59,3,0,9.3,0,24.7,18.0,46.55,0,29.9,0,1.6,5.6,44.5,1.3,8.7,46.6,2157.1,0.6,1874.9,0.3
S Matsikenyeri,S Matsikenyeri,Right hand,Right arm off break,2,0,0,0.0,2,43,13,2,3,16,37,2,0,0,0,2,0,0,0,0.4,44.7,116.2,53.65,21.5,21.5,10.5,51.2,13.5,1.2,18.5,0.5,97.3,7.0,18.5,7.4,1,3,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4.5,0,25.0,0.0,inf,0,inf,0,0.8,inf,50.0,1.0,7.0,inf,-257.9,0.3,-310.1,-0.5
AM Ellis,AM Ellis,Right hand,Right arm pace,33,12,0,36.4,23,291,125,21,8,89,270,18,1,0,0,15,0,2,0,0.3,46.6,107.8,39.5,16.17,12.65,8.94,29.299999999999997,10.7,1.1,11.7,6.18,47.2,9.2,15.0,9.3,29,785,248,48,35,29,505,41,7,34,128,3,1,0,24,0,1,13,0,0,9.3,0,25.3,16.4,27.07,0,17.4,0,1.6,6.1,43.2,1.5,6.5,27.1,-9.9,0.2,471.9,0.3
RE Levi,RE Levi,Right hand,Right arm pace,156,74,0,47.4,152,3916,868,422,181,1058,2727,145,27,12,0,91,3,6,6,0.4,32.6,143.6,53.87,27.01,25.76,20.24,21.400000000000006,22.1,1.4,17.9,11.39,36.4,4.7,18.8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,,0,,,,0,,0,,,,0.0,8.6,,3615.1,0.5,-313.1,
JL Ontong,JL Ontong,Right hand,Right arm off break,53,29,0,54.7,44,678,264,34,20,181,590,34,8,3,0,19,1,2,1,0.3,48.0,114.9,48.83,19.94,15.41,11.15,27.599999999999994,9.2,1.1,13.4,8.65,35.400000000000006,11.0,17.4,10.9,15,257,83,19,12,6,162,5,2,3,38,2,0,0,2,1,1,28,5,0,9.5,0,23.5,19.1,42.83,0,27.0,0,1.6,5.2,43.1,1.3,6.9,42.8,377.1,0.2,-56.1,0.3
M de Lange,M de Lange,Right hand,Right arm pace,132,57,0,43.2,55,393,104,29,20,114,298,35,10,1,0,23,0,0,1,0.4,38.1,131.9,69.75,11.23,7.15,5.74,19.700000000000003,16.4,1.3,5.4,3.2,40.7,3.7,8.5,6.1,130,3793,976,365,137,142,2603,161,65,96,901,38,7,1,95,0,1,35,3,0,8.7,0,34.6,19.3,26.71,0,18.3,0,1.5,5.2,38.9,1.5,7.9,26.7,92.1,0.4,3479.9,0.2
JM Bird,JM Bird,Right hand,Right arm pace,88,48,0,54.5,24,88,48,5,0,33,98,10,2,0,0,7,0,1,0,0.3,55.4,89.8,41.52,8.8,3.67,3.06,16.599999999999994,5.1,0.9,4.1,2.52,38.5,4.0,9.8,19.6,87,2217,553,242,53,81,1755,48,8,40,723,11,7,0,59,0,4,31,3,0,7.6,0,41.2,16.8,27.37,0,21.7,0,1.3,5.9,36.8,1.8,5.4,27.4,-212.9,0.0,1903.9,-0.0
IA Moran,IA Moran,Right hand,Right arm pace,5,3,0,60.0,2,21,7,2,1,6,17,2,1,0,0,1,0,0,0,0.4,41.2,123.5,54.77,10.5,10.5,9.5,9.5,17.6,1.2,8.5,5.5,35.3,3.0,8.5,5.7,3,66,17,6,2,2,42,1,0,1,9,1,0,0,1,0,0,0,0,0,9.4,0,21.4,19.0,33.0,0,21.0,0,1.6,5.2,53.5,1.2,7.4,33.0,-279.9,0.3,-247.1,0.3
BG Drew,BG Drew,Right hand,Right arm pace,2,0,0,0.0,2,15,7,1,0,13,23,2,1,1,0,0,0,0,0,0.6,36.0,65.2,18.94,7.5,7.5,2.5,66.7,4.3,0.7,11.5,0.5,95.7,11.0,11.5,23.0,2,63,21,7,1,2,48,2,1,1,15,0,0,0,2,0,0,1,2,0,7.9,0,31.2,16.7,31.5,0,24.0,0,1.3,6.0,52.0,1.4,3.9,31.5,-285.9,-0.2,-250.1,-0.0
DR Salpietro,DR Salpietro,Right hand,Right arm off break,2,0,0,0.0,2,13,11,0,0,15,27,2,1,1,0,0,0,0,0,0.6,40.7,48.1,20.24,6.5,6.5,5.5,15.400000000000006,0.0,0.5,13.5,7.5,44.4,,13.5,inf,2,65,19,3,3,1,48,0,0,0,15,0,0,0,1,0,0,1,0,0,8.1,0,31.2,12.5,65.0,0,48.0,0,1.4,8.0,45.8,1.4,2.9,65.0,-287.9,-0.4,-248.1,0.1
JM Muirhead,JM Muirhead,Right hand,Right arm leg break,13,8,0,61.5,4,15,5,2,0,6,14,2,0,0,0,2,0,0,0,0.4,50.0,107.1,55.95,7.5,3.75,1.75,53.3,14.3,1.1,3.5,1.75,50.0,1.5,7.0,7.0,13,282,108,11,14,12,222,5,0,5,65,2,0,0,7,3,0,7,0,0,7.6,0,29.3,11.3,23.5,0,18.5,0,1.3,8.9,45.4,1.5,6.4,23.5,-285.9,0.2,-31.1,-0.0
MG Hogan,MG Hogan,Right hand,Right arm pace,110,50,0,45.5,22,80,42,3,3,27,81,9,3,0,0,5,1,0,0,0.3,56.1,98.8,36.33,8.89,3.64,3.02,17.0,7.4,1.0,3.7,2.26,38.9,4.0,9.0,13.5,108,3159,812,295,118,137,2261,53,12,41,785,31,6,0,95,0,5,40,3,0,8.4,0,34.7,18.3,23.06,0,16.5,0,1.4,5.5,39.0,1.6,5.9,23.1,-220.9,0.1,2845.9,0.1
ND Bills,ND Bills,Right hand,Right arm pace,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,44,6,5,3,2,24,0,0,0,9,0,0,0,2,0,0,0,0,0,11.0,0,37.5,33.3,22.0,0,12.0,0,1.8,3.0,33.3,2.0,,22.0,-300.9,,-269.1,0.5
MR Day,MR Day,Right hand,Right arm pace,1,0,0,0.0,1,29,6,1,1,5,20,0,0,0,0,0,0,0,0,0.2,45.5,145.0,0.0,inf,29.0,0.0,100.0,10.0,1.4,20.0,0.0,100.0,10.0,inf,10.0,1,25,3,1,1,0,12,2,0,2,2,0,0,0,0,0,0,1,0,0,12.5,0,16.7,16.7,inf,0,inf,0,2.1,6.0,21.4,1.0,8.7,inf,-271.9,0.5,-288.1,0.8
CR Swan,CR Swan,Right hand,Right arm pace,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,16,6,2,0,1,24,0,0,0,15,0,0,0,1,0,0,0,0,0,4.0,0,62.5,8.3,16.0,0,24.0,0,0.7,12.0,25.0,2.5,,16.0,-300.9,,-297.1,-0.6
TJ Armstrong,TJ Armstrong,Right hand,Right arm pace,2,1,0,50.0,2,15,7,1,0,19,29,2,1,1,0,0,0,0,0,0.7,24.1,51.7,22.38,7.5,7.5,3.5,53.3,3.4,0.5,14.5,0.5,96.6,14.0,14.5,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,3.1,,-285.9,-0.4,-313.1,
MJ Cosgrove,MJ Cosgrove,Left hand,Right arm pace,71,28,0,39.4,70,1624,531,180,36,406,1255,64,15,2,0,37,2,7,1,0.3,42.0,129.4,41.26,25.38,23.2,17.26,25.599999999999994,17.2,1.3,17.9,11.0,38.5,4.5,19.6,5.8,2,29,8,2,0,2,18,5,0,5,4,1,0,0,1,0,0,12,0,0,9.7,0,22.2,11.1,14.5,0,9.0,0,1.6,9.0,47.4,1.0,7.8,14.5,1323.1,0.4,-284.1,0.3
JM Herrick,JM Herrick,Right hand,Right arm pace,2,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,0.0,0.0,,0.0,,,,,0.0,,,0.0,,2,60,11,7,2,0,45,2,0,2,22,0,0,0,0,0,0,1,0,0,8.0,0,48.9,20.0,inf,0,inf,0,1.3,5.0,31.9,1.6,,inf,-300.9,,-253.1,-0.0
BG McDonald,BG McDonald,Left hand,Right arm leg break,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,28,10,1,1,1,18,0,0,0,2,0,0,0,1,0,0,0,0,0,9.3,0,11.1,11.1,28.0,0,18.0,0,1.6,9.0,55.6,1.0,,28.0,-300.9,,-285.1,0.3
JK Lalor,JK Lalor,Right hand,Left arm pace,64,23,0,35.9,31,140,70,10,2,66,161,18,4,0,0,11,0,3,0,0.4,45.2,87.0,40.96,7.78,4.52,3.21,29.0,7.5,0.9,5.2,2.75,47.1,3.7,8.9,13.4,64,1834,441,166,65,66,1308,69,9,60,482,13,1,0,48,0,4,16,1,0,8.4,0,36.9,17.7,27.79,0,19.8,0,1.4,5.7,36.6,1.7,5.2,27.8,-160.9,0.0,1520.9,0.1
A Shrubsole,A Shrubsole,Right hand,Right arm pace,147,115,0,78.2,34,189,63,16,5,87,194,21,5,1,0,13,1,1,0,0.4,39.8,97.4,53.06,9.0,5.56,6.23,-12.099999999999994,10.8,1.0,5.7,4.37,23.299999999999997,4.4,9.2,9.2,147,3087,949,352,39,164,2970,186,11,175,1431,44,14,0,85,16,5,24,17,0,6.2,0,48.2,13.2,18.82,0,18.1,0,1.0,7.6,36.1,1.9,5.8,18.8,-111.9,0.1,2773.9,-0.3
KT Perkins,KT Perkins,Right hand,Right arm pace,64,38,0,59.4,51,953,443,79,1,353,984,38,11,7,0,12,2,6,0,0.4,44.6,96.8,30.19,25.08,18.69,14.74,21.099999999999994,8.1,1.0,19.3,14.31,25.900000000000006,12.8,25.9,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,,0,,,,0,,0,,,,0.0,5.8,,652.1,0.1,-313.1,
SE Rowe,SE Rowe,Right hand,Right arm pace,17,14,0,82.4,10,96,40,6,3,33,89,6,3,1,0,1,0,1,0,0.4,47.3,107.9,38.22,16.0,9.6,7.8,18.799999999999997,10.1,1.1,8.9,6.5,27.0,7.0,14.8,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,,0,,,,0,,0,,,,0.0,6.5,,-204.9,0.2,-313.1,
FL Mackay,FL Mackay,Right hand,Right arm off break,49,24,0,49.0,46,990,428,106,3,481,1094,38,10,10,0,13,0,5,0,0.4,40.4,90.5,30.96,26.05,21.52,14.22,33.900000000000006,10.0,0.9,23.8,13.16,44.7,10.2,28.8,10.0,44,887,428,63,6,50,933,13,4,9,349,6,7,0,31,5,1,13,5,0,5.7,0,37.4,7.4,17.74,0,18.7,0,1.0,13.5,47.9,1.6,5.4,17.7,689.1,0.0,573.9,-0.3
MJG Nielsen,MJG Nielsen,Right hand,Left arm pace,37,24,0,64.9,7,21,9,2,0,8,21,2,1,0,0,1,0,0,0,0.4,40.9,100.0,60.27,10.5,3.0,2.29,23.700000000000003,9.5,1.0,3.0,1.71,43.0,2.0,10.5,10.5,37,603,254,45,8,25,715,21,6,15,351,8,2,0,12,2,1,3,2,0,5.1,0,49.1,7.4,24.12,0,28.6,0,0.8,13.5,39.0,1.9,6.0,24.1,-279.9,0.1,289.9,-0.5
LMM Tahuhu,LMM Tahuhu,Right hand,Right arm pace,181,87,0,48.1,78,587,165,42,20,196,494,55,8,3,0,33,2,6,3,0.4,39.6,118.8,54.65,10.67,7.53,6.44,14.5,12.6,1.2,6.3,3.52,44.1,4.5,9.0,8.0,171,3486,885,438,48,157,3367,190,12,178,1733,35,10,0,108,0,4,30,9,0,6.2,0,51.5,14.4,22.2,0,21.4,0,1.0,6.9,31.4,2.0,7.1,22.2,286.1,0.3,3172.9,-0.3
TT Beaumont,TT Beaumont,Right hand,,228,125,0,54.8,216,4834,1499,605,57,1788,4347,198,35,37,0,96,9,14,7,0.4,37.8,111.2,38.73,24.41,22.38,16.96,24.200000000000003,15.2,1.1,20.1,12.72,36.7,6.1,22.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,6,5,,0,,,,0,,0,,,,0.0,6.7,,4533.1,0.2,-313.1,
RH Candy,RH Candy,Right hand,Right arm pace,1,0,0,0.0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,100.0,,1.0,inf,1,14,7,0,0,1,24,3,0,3,15,0,0,0,1,0,0,0,0,0,3.5,0,62.5,0.0,14.0,0,24.0,0,0.6,inf,33.3,1.7,0.0,14.0,-300.9,-0.9,-299.1,-0.7
Awais Zia,Awais Zia,Left hand,Right arm off break,7,3,0,42.9,7,92,30,6,3,54,110,7,0,1,0,5,0,1,0,0.5,36.8,83.6,30.56,13.14,13.14,7.84,40.3,8.2,0.8,15.7,6.53,58.4,5.8,15.7,12.2,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0.0,100.0,inf,0,inf,0,4.0,1.0,0.0,0.0,5.0,inf,-208.9,-0.1,-309.1,2.7
Hammad Azam,Hammad Azam,Right hand,Right arm pace,23,8,0,34.8,20,166,72,14,3,66,172,15,0,5,0,7,1,1,1,0.4,48.0,96.5,48.04,11.07,8.3,6.43,22.5,9.9,1.0,8.6,6.52,24.200000000000003,7.1,11.5,10.1,6,111,22,10,5,0,61,2,0,2,12,0,0,0,0,0,0,7,2,0,10.9,0,19.7,24.6,inf,0,inf,0,1.8,4.1,41.3,1.1,5.8,inf,-134.9,0.1,-202.1,0.5
EMDY Munaweera,EMDY Munaweera,Right hand,Right arm off break,52,20,0,38.5,52,834,232,95,27,354,751,51,12,1,0,31,2,4,1,0.5,32.7,111.1,39.98,16.35,16.04,10.35,35.5,16.2,1.1,14.4,7.65,46.9,4.8,14.7,6.2,27,457,174,34,11,10,402,11,1,10,145,4,1,0,4,1,0,6,1,0,6.8,0,36.1,11.2,45.7,0,40.2,0,1.1,8.9,44.6,1.4,6.7,45.7,533.1,0.2,143.9,-0.2
BV Vitori,BV Vitori,Left hand,Left arm pace,11,2,0,18.2,2,8,1,0,0,5,7,0,0,0,0,0,0,0,0,0.7,42.9,114.3,70.84,inf,4.0,3.0,25.0,0.0,1.1,3.5,0.5,85.7,,inf,inf,11,323,75,37,5,4,238,20,2,18,91,2,0,0,2,0,0,2,0,0,8.1,0,38.2,17.6,80.75,0,59.5,0,1.4,5.7,34.8,1.9,6.9,80.8,-292.9,0.2,9.9,0.1
Dawlat Zadran,Dawlat Zadran,Right hand,Right arm pace,34,21,0,61.8,13,68,6,4,6,19,42,9,6,0,0,1,1,1,0,0.5,26.1,161.9,118.03,7.56,5.23,4.25,18.700000000000003,23.8,1.6,3.2,1.33,58.4,1.8,4.7,4.2,34,980,234,95,35,40,741,50,14,36,302,12,1,0,27,0,0,7,0,0,7.9,0,40.8,17.5,24.5,0,18.5,0,1.3,5.7,33.4,1.7,9.7,24.5,-232.9,0.7,666.9,-0.0
Gulbadin Naib,Gulbadin Naib,Right hand,Right arm pace,86,50,0,58.1,71,976,307,72,46,334,825,52,11,4,0,31,0,5,1,0.4,39.1,118.3,54.49,18.77,13.75,10.57,23.099999999999994,14.3,1.2,11.6,7.04,39.3,5.3,15.9,7.0,56,1145,358,97,36,45,858,39,9,30,283,9,2,0,31,0,3,33,4,0,8.0,0,33.0,15.5,25.44,0,19.1,0,1.3,6.5,40.3,1.6,7.1,25.4,675.1,0.3,831.9,-0.0
Shafiqullah,Shafiqullah,Right hand,,51,29,0,56.9,44,532,128,38,33,131,366,32,4,4,0,16,0,5,3,0.4,38.8,145.4,89.46,16.62,12.09,9.34,22.700000000000003,19.4,1.5,8.3,5.71,31.200000000000003,3.9,11.4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,2,,0,,,,0,,0,,,,0.0,8.7,,231.1,0.6,-313.1,
Najibullah Zadran,Najibullah Zadran,Left hand,Right arm off break,188,106,0,56.4,169,3092,852,214,163,868,2351,126,18,8,0,87,1,9,2,0.4,37.7,131.5,57.1,24.54,18.3,12.97,29.099999999999994,16.0,1.3,13.9,8.57,38.3,7.2,18.7,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,0,,0,,,,0,,0,,,,0.0,7.9,,2791.1,0.4,-313.1,
Elias Sunny,Elias Sunny,Left hand,Left arm orthodox,23,9,0,39.1,13,87,25,10,2,28,70,8,2,1,0,2,0,3,0,0.4,41.1,124.3,60.05,10.88,6.69,6.54,2.200000000000003,17.1,1.2,5.4,4.22,21.900000000000006,5.0,8.8,5.8,21,454,171,29,16,21,394,3,0,3,139,3,2,0,12,2,2,5,3,0,6.9,0,35.3,11.4,21.62,0,18.8,0,1.2,8.8,43.3,1.5,7.5,21.6,-213.9,0.3,140.9,-0.1
Ziaur Rahman,Ziaur Rahman,Right hand,Right arm pace,83,37,0,44.6,61,876,200,59,61,312,684,45,10,3,0,24,5,2,1,0.5,34.4,128.1,62.85,19.47,14.36,11.77,18.0,17.5,1.3,11.2,6.75,39.7,6.9,15.2,5.7,44,913,286,88,29,36,632,27,6,21,189,8,5,0,22,0,1,24,3,0,8.7,0,29.9,18.5,25.36,0,17.6,0,1.4,5.4,43.9,1.4,7.7,25.4,575.1,0.4,599.9,0.1
Izatullah Dawlatzai,Izatullah Dawlatzai,Right hand,Right arm pace,11,7,0,63.6,2,24,2,2,2,6,13,0,0,0,0,0,0,0,0,0.5,6.7,184.6,120.0,inf,12.0,12.0,0.0,30.8,1.8,6.5,3.5,46.2,1.0,inf,3.2,11,282,71,28,10,11,217,9,4,5,88,4,1,0,6,0,0,1,0,0,7.8,0,40.6,17.5,25.64,0,19.7,0,1.3,5.7,34.5,1.8,11.1,25.6,-276.9,0.9,-31.1,-0.0
F Behardien,F Behardien,Right hand,Right arm pace,139,74,0,53.2,119,2633,987,168,97,479,1945,66,7,7,0,42,5,4,1,0.2,48.0,135.4,45.75,39.89,22.13,14.47,34.599999999999994,13.6,1.4,16.3,9.06,44.4,8.0,29.5,7.3,9,144,52,11,6,5,97,4,0,4,24,1,1,0,3,0,0,56,2,0,8.9,0,24.7,17.5,28.8,0,19.4,0,1.5,5.7,53.0,1.5,8.1,28.8,2332.1,0.5,-169.1,0.2
